id,SQ_PRODUTO,NSUCCG,GTIN,TPGTIN,MARCA,XPROD,TPPROD,PREFIXGS1,PREFIXEMP,CNPJ,CPF,IMGURL,XORIGEM,XDESTINO,NCM,SITGTIN,DSIT,CSEG,CFAM,CCLAS,CBRICK,SUBGTIN,TPSUBGTIN,QITENSSUBGTIN,PESOB,UNIDPESOB,PESOL,UNIDPESOL,DT_FIM
152,96370938,828500896535365,24700865048627,8,QJ,GG7HPVRN3OTJ32MWTE94NFD7YGSXJY5JRUQ48CUQ5OOSOXXIAH6PX5VSR11QRZW0RZIGD4IL5F5WMHJ7L7EFUYWQ31BQ7OK289W23FVWFO91PXDU717I9HIAXBEK3I1UACU9CSSJRGIK5QKIEATQHZ8VNEEH856N43BXOOBK07KOHT8OI60HKS7H8Y67AGJEB4J9VC2Y2G2ZCHHUGXK04OU9VTBVLZCO3I2V23S7YRVDQ0BLSR2ACSPZFRHY8SEAF0F6ANTBQ3WFSLBKNRQASG805EO6Z1U1VGREUFWFJN2ZXI8IAA3Y8I68FWRXOZ9H23HTU2IYR4GSA5YKFKZ87YCPY04CP65HWL9TXNJDGVBTG6TDYV49M7J7BR32OQF2AQBTML60G9263PGRC3ASEBADSK6JOEDD3BUIL113CETMN7IJMUPHLV32V5090NVSVQZV7F8SYDSLIA749DVF44GINHGN3ONPYBKQ6155PZI3FTC3D7IE,HR56096J24H0J57,733,28753373059,HXCLZ6RTGACQM2,VC99N247JD4,M80WFJB5BQPVFZAG4HM7D10USQCK7L88IQP7IJ1J57XWOGG30GG2UBCX4DFJEQKPKFGHDG37YRY7GL77JVK6OVIRYSD647VQTEDPSM2FAYHCXO28LADM2U1R5F8VXWH0ML88GHZPXM460HV9VOWT9U0CMVCVSJEJ6MRTWJ5IN5A7VS8RHHEWVHX6X8BUIPL54MMRP47BLJTK90AKMBEVQRO6SG52HRQPGAFZV5JQN6EE4SD6D8UD0B1GKNJWHV0ZHARRIQVGL2MKD54IJ6726N67C8L76IE4ER3KA1D9SPLU,13,IJ,900376,8,2020-02-22,99250123,39497228,94664413,54014997,2791873542315,13,79498953,91956.678,X2MWFVCWG7J4SOUTJ5IK,5990.138,MVHGO998JDR7VV3CZQXU,2011-06-16
153,40592973,730132824269520,40588879197754,34,AE,B2UMBU90MMU5Z7TORH1BZVQW0WQJ7ABNLGZVUP4ROQH28F1YAFIQUTFNSIBC4VDVYVKU8TFAVLKUC3O20XD6WS2AZPAF12VAMA91KIL0BTX5YMJ4HTS3LP8YSNKRT3MUU5V7CENBEH87YJ0CK7A4OKL908ACJRTCF24FWG5LDRDBR2INXDOTQCC4UBMTNPOGQK1Y6NQU5QYWPCJX06KYPREWWN3ZZ2BD7E6N22W38SHD3ZTN6VWEFMBPN42HN9M6P1LDUI2Q93D882IVGQD8U1S9QBS2LA0UNHT8L7HEX3A53UC7NE5N1V6G7FQBSUK8080AE1XMA34S2KUO31HGIFL473L8FHTDLXPKX422UBU38KUM7PJ3LSHN1MNHMZSMEBHKY6B3HNWFZBP6WMG6BOVT0558569B3W9KKWBMTCGL0FSVWO8P641UJGBEKFS29UJEC1JD23B8XUUV5ROVGE8Q6QBDKRVY2V44OF7EENX5W7262NEZ,V87BZ0ZPXAGDIJQ,527,21039947930,QNCNUQL1R8TJ9M,NT3HCC84F8W,JVJ581LFVLHQOI0W8OOJZ3FSNP86Z8G5OBBXA7T57TA02MJ7T4D4XDGNDV0RNNEPP0AWZB8NLBHKWRYSH7IZBMBZZKNHCVN730RUG8RDWAESBBE8ZH3C957V0HY2O9M5TH3Z46FJ8WCY2MS3U64Y52A1M3ZC28YSELZPJLIF7MDKVWEZ4RO8MGQLXWJFEW8TXVFW2TL7RLJ39JJZYJZ5XAUOBZHSH5JLWVPT09RSI83P3AUE1PQ264G16SYXT80AP2JYXCSXMIJKR2W4R3K8UA3LAMVLWWY7OCU153PU5LWH,K8,TA,57467875,1,2019-03-05,31737155,4948113,9827704,88766291,3769652077093,63,66184711,15879.848,A60AZRMJBX6GWW09HV3E,29051.28,UYMXRGSHW9ZSTMLC48HU,2011-07-20
154,195493,71740117654764,87984972160980,56,GS,CA43G69A7M0XWZXE0XZ06QMI8X7GJ8HHP5QMBUN7JH1S61RPKL6PGI34E0S1664OOCSWP1BDRPZJZ0PADSK3VOMD3X0NW4S7Q9KXAY1T3WX54V7C420YWIMMUIB11TVITEPWVUQCVUSW3B2JL6777Y9RP4AOADA0URCWEZM0AA4R7LBDFPHCDY1XSNL33XGVTEYXK9JV394DFS4WG8PVJ49ZCQ0XTIKEBWQAQRPVMNYKP36UZ5UKRO1VFXRP9KDIPAVY7EYFMQCDC9HB7U5UA70OBKM4YGVCU14X1HQ9W3Y6UKCWJSRJIR46W0VYFWLWXE753A7YOUFOBT3TNT0UK4WJCO2JNMITYGMBON4Z89J7MT7FUP7ZHE8NOQ40MK3WFYZAZV6GUCWG2KSFHS9YB60LMZQAHE4ZFI9CUFLD4Q8W7PXCKSREWEYSKZS3JVFV8GC158JQZKFH5REOFTR0AZ3C51B8SWRYHPFH6HOU5SVMNB94EVSQ,GW7HO4VFUFKET4Y,544,3670168500,5ZQIIMQT6FK7IH,Q27Y31YHJTG,8EHOYMZVSCR7EKESUQWL4FIR3TVNPQZFXIZZUCBOEMHGDFLU5ITOFBI3CU3Y9Z2CYXO6QRPP3A4VLNYGEU4N1PGCMT7WRLT2M20WW1NDET4BDMMZK3JU92SQTAV920EHIS153G8JHNIBE6QNIJ3RT195U25RWAF0R5DD76W2CVAENP7B9WC4HN4E16EDG2VD3Q76WU7I13TY3J0JOWWJL97AVN0T1DTS12E48IVEGB8GNHNQY6B3AAYBG1521O3I1NHNC1QX9O758D49ZVQI1I4XPRTHG4TR8GDGCCYL8VR4,OS,HH,83172136,8,2017-09-27,11757115,19382764,34483912,55376487,48126145622725,64,56551389,8732.453,AK63EFLEVLL1X46P9AB7,8423.119,3F0PMOJIRT2765OPZ7HA,2019-06-27
155,79,246514703003940,51706655141461,53,4J,DJYJMAZ72IICMOLETTYPU51FO9BCGUU0NFFSSDDX7J8RALX6TP1X3869AW2XXWS9WJ33U8SN5B3PU4PH46TMBKP35AWZLSC9YOBBNTB2GK0E5YYHU160LGBHIDOLP7T0H5F1NM3WZ9V4WJ53DDDLD2Q496I7XRB2SKJ8IHDP0ZN8U34CV1719L581E6BGTU7YOXOVYUNRUUP80IDR0XF0X938P5U567EZKEG169J6KZSZMQ66T611OROXVEMY1MWOFIQNM5QZV7KR21ONV19X4X9ZEOBLOI1A4KPRS5WLR7Q75LAYVVSFUQILFZOBL0EKI6V41IZQ3T4CR1OLN26R35ZN7EI5QCPL36GXZ8T8XOL5D2UWPJSTKA3WGRCR0WZEG3148ETC0DR5ZKTGGJSAR24YI4ZMDNWF6MTRPMZDM29TXIIC10L7WE1LJ62YQBNFJZI90DMC5PJ97VYV1TZKND0WMY82VFX9KIC8LTAR7LFZA97Q0Z5,C1AYA0TPEK7WC4L,661,64441721099,LPMF9A5RAUU3EZ,2RBIS18WDML,IXX619J3Z7OSQ169W47H7XJ4H856UC08NMVDO8WFYYPY9AKF4YLJ7G6N9PNQPICR0NQQPQ8TQQ1V0NYIWPZVZF5021BQ5SOK334LH485U2X03UHPV3HV1YJ9SKJT6P9KTDVGKSJ882DPR0UVQ3KHCHMEQTCWHBAK4HR5XIF77XSSEYBAZR83LZKONDI0PFIHTSGYTW4OZSA2R04W37KCZOLPPBWD64ZTWR9BHJSX1CIAJEP6I68863CTLD59K373VK501M2H74I1YZ4JK86GG7BRIUOMAQMSOYCPR0O3W6FQ,BQ,1X,21342101,3,2020-06-08,99355893,7775954,22501654,31322499,38543732930254,46,55791215,65320.616,4Z08QRIABFIRI17Y9CDY,43986.499,H1MKQ3209E0AJ6JK3HFX,1994-05-23
156,90861,98699243710387,84348416668825,99,DL,J1FDIYI1KHDGP2ZOWL6J26ORMGMQ4KNNS7OV5Q3HJ4XXMBWXA15V80CZM52OEQIYKIL4G54M7WVNS5HACCL9SWJ9279AG50A8PKLWB7WEZVS4FWTXT7PQHT6EFTGUIMSR5TL0HH0UICL75Z4WR36MQVA04ZHCL8DYLV9QL41LEL4VHYUCWJ5G3TF6HGJW8RXOG2ZHSESO4FP0IC8IVN6YLV6VWO91425RTXJGDU1N5HYCOV9GF9NLU7H3BSPEA93ZZIGFFE30GWA137AMI5V0ZRN772QMLWQ841UAYPLP5MYOGNVYQL0WRTSMXWBWRMAJBWQ0FQ6YAJUKFBBBVS975D9UIOLQHTEDB9Y48BW6OZQLQFV1VBZXI8YSZGRGF8N7LSJIAO6IN2S60BF45RUW1XYNMTWUHHLW6PVQC8G02QFGGFK9U78SXETE2ADNQWP0JTLW48IIX78VABJ06MWCLDAP8HF21TY2LRC250Y3M5OS9JHPR98,I8J48A9ZKP45EED,885,56420763435,IVQAPI65VEGRE5,A30P6K6TM7M,VWV37EYHQF892LMTU2OBP4JUR6R95DHKUA346BWKRTKRNHY3B5KC91YE54FPHY3TKJ9F7JR8ZC1R7DVYY0U6LN5VRO012TPNYMGEVH4VHCAVE254LI994F2IOR9AHEILG6LIWDVF5BM2CY92N54DEFLNL63MYS6TS8DOR9CVXL5IPFO9P9JHU1OSZCIO2HLWMUSV8X89XOUDTF74K85V23OQQFM3TNG8S2I9LQR4ZN3OW1X3R0KTHAUF0SWTXG2VSKI9LKDKNWHME4VSLT2UL4ELOEUMKA86ZR3WATZMEH5K,A9,75,63020793,2,2005-04-23,75931274,36986489,27935399,95959471,81819502814305,53,29062239,36987.119,PU9TB5R10JNDG1ACB1OG,37987.587,69J7DZN2ZT7R9XE4VAUZ,2015-05-25
157,14439899,702329784037966,17232627337303,56,Y3,BWKKBZLGZI0I5J1PWK6X4UUI9IYXJZLURZEM5R1ZJVX51OFWFRKGFJKKFQTYAKDH4DRDSMHFKPLVE5U6M59HJAT5BP3451DAVUZL98X0WKLYXSR9AZ94NJSF1WLOCWS6105VWP18DCH46U8LLM9XYTYY7DR3ZQ1KJZGRRKXH842U31SLUYTG8BINQ222GBO08FV7Y1NYA2WVSX2I4XDF9DVVZN2WQG6RO4G72MAZ3TY4JGH0HAU4EG41TTMHIP7ERL8D823D7PR4CCWN2CQ13ITD1GRA7RE9RC36SFU97PODW6UURASN8BAEEDQ88MRX88KVOR0PYBB4WW6Z1IXXRKKP0PM13BN4VVXHC5NKDF7BJZWQFI0N3QK6T7KAMIHWJZ21RFBEKJK8FXXOZIF896JBL79CQYMA7TL6P11403LPRYF3UKIQADLPBP7VXCMC0H0NTJDVH3I8E766VXTLM3PMXJGTDAETDMVNKMIIVEZP0JTMWKBC,OORYAOEDZ0YCAVF,718,17282993205,SFMY62UQG5GWIT,SZDCDYOOI0M,BRVTHARIH6AW7DYF0M64LBLARTHUG1LBWL5WG3I8M4EWTIQPGXOZ3S6J7H4EFCUSUDSRWRMMU6P0N3ZDKRD8MADTV8CX28DRJGF5YWZTKI0FT5CSEJQQ8EZ6YYNIUZBPNGEWAF4NLJH5C9SY5GGDP8ZSWYGARERM411WA66244T9J42GXJU2PGPIMX526MBX76IMQ5XH0HJDEVO4715VIV2XAHNX8OI6S5ITUM7T6XVXM2HHYT1UQUP1EKIPQT9278SFAQJ3ZOTF2TIHX1U0D970R0521VRUULD42XKIZCPU,F4,32,56588068,7,2005-01-30,62342856,8714655,81901304,44014703,89944888283586,94,49996318,46162.688,MGWPECZAF1EZNYFER9YE,87646.883,C9JU8N1WCPMX56C2EF82,2010-08-10
158,79,352140267146554,68889696656507,44,3U,9ZEWUNX95UX684NTRGVAOZG7WUR0TU7VDUV6EGCOO9TLO8IL5KVWI8Z5PITOHQFQNICXBE09QSD03AZ4H01RJAW07GQ6CW3D9710BP9HTK0SFS76H6DM4KC9CNY2FZZ6ZMKC4T3EEKXWCP5MFRRFO3W6HRUMEBWHUFQSERJ7PDXXUCGQ4MTJXSZJGJOGRFB8C8BSFMFIXJFCASI4LJTIJTN95V7MV8H4LSMSTJ93GG668S6XYJC15JE4487NKY9XKDXRTLEU9HSZ663NHA7G9YY9IP4IBIGGI914AZ6354U4ZXCSTCJVR8W2K6ZA2BJG89XZAEFLB07QBO5VM7HQMEKKZ523D17WL97PH0JKW5HF0PI4GBEP0DMVEKSB8ORHIX1VOHXE0GC14NYWPLXNVAP35TJJ9NTVKF1QQHHQGUE64CZNLANOQMIND7G2KS7MFHCXXKR98KRDPRT8W5AT0BZBJD98BQ0AWKL0XDNXM9ZFWRFAM7WR,19SETNRPJVAKJUM,202,40789670963,6KQGL3V2PH0SGG,BO4NQXX4PKB,W4G0QDTDXA9X8ZSMPHJQZY74H42VZXK4NH3PNVN865BWOSK1L5DNYVPRRQ8EE9336CF1L64G3ZHIG0XX5KDY7A3BYSRZAFJACT51ZDX3IVQ9TNMGMAAAGK1RE66981LRGBEP98OP55YVS19LNBE8YPWQB6XLFMO0KSQ8ZGSYO5XK9NSKH5A8OPQ8Q2TZ21HILLXWLM3M0A9SOBWFYOSBN6PHOHAMSVWV7R8BSHY7DIYFZI3UVPO20YM5B393M67RQ975LV0POBMVM0EXJRUO27ZXHHDA7C9Q3N8Q3ANPTC7O,J4,YV,80198983,1,1995-11-21,88002725,54740383,6317426,27315487,18259901058581,38,90993672,78763.15,KIAXGJNGQ25GJD00TZH1,8584.531,5NH3N3J2QJRUDJFUK0WI,2013-11-17
159,310841347,183747726693573,60399667473243,17,H9,KU22PQ0VANQ2JSKWCTYJVKVYCL7IF82IXXZ941MX4FMJBTW1GPY5WX14FIKRC5YC7YCC7V0VLFM13CBFQDNTE6RFU0O6RFOLW4G5DXW5WZW6RDYBTW7QBEM5VLUJFL7H2XILF39ZM9FT3JEAGSGL04G9Q1YK3VE8RCGVV3KFWAQV74AOC7NFO1G6WRTYRLOOSQP6YD50BC3VSCQNNQO1BCP2HQ16K01NHL7KATACEW7UMNX09F9SWLYQGPR44ZD7UQQI3W13XBKHS2GL272V4ZKEWA69WPAWQID21ZNKKX4HMOOQ6D21XAKI9RLOOU0U1SM0GZAIL8YVOUX8MR8OFRFCRFSS7E398QH57HZCQQOJQRXST6EP99R634JHKYBDDUQN9E4Q2Y2VLEQ3G723B5RD5Z613WRRN4BY5CMMWO0JWKXBDAK1NM7SCEY2SSZYNL5RPJYQ8DKMZQMLUVK9YUHD7ZGC8O9WY7OSNFGXBKRB3SI4TARK,FXI5EBCNG4DWHWU,194,10007082400,DCXHN8JCJM15LL,5AIS0L54572,R4R9KR4WIS9XHRKT9MKBEOB4WANOG77RHWBIHWMRPTR1OQ4H8ZY6WYLAGI90RRJCPPUWBMQ3P7WVB74VQQZL48RVSI50CPBDIYC7RG521FCN8KF4AUW5HSZ0OP2CBJXPEZTJDPYO9NY4VRIPJIHZOSXFB4SGZS4L7REX6TIXK9WU3MUEG269N18GMEEH99QA6WOCERUJS1ZE6MUR6SE1MTQE66B9BXFSJW0CXLIUEOP219838P6EZZPWNPJF2SD720O7B7UPDZYNQ0HYREI3FK109SQKAI759ZXFT9FCW0VJ,NR,T8,40251601,6,2003-02-07,91946484,82524106,31094349,42591419,87679267717838,77,73402167,82925.948,ZU6WHAJCMQ4ANV5A2OP3,7525.404,Z9VVOZDH0M4FYA5S92L4,2018-08-15
160,4876,4170367082761,36477257287732,97,YW,V8VK4HZAVSDQR6I2HENY6OTR6RJV8U4QH2B3XX4KJJ8RUWKN150M4IQ4OJTA0DA1LDDJOJUEX4SBX4MW1NEA22VWD5YJNRP5OCZFPM0PY7Z6XTSN8FKCWGC9L2CTVLOB53VG5Y57QKIJEEZ88PYDXEARACSIVY6UPTKPVX3CC7WASNVPKGCQUE7CIAQIDDM7OYDC73S1VIG21SI7MQ3GNJX809LJ1WRBJ4XK47LD2TQTKQV8OU52047KK4O5MXO2LGLY8YCZPVES7XPDGC28BR4MJ45GE6RDCPRIYDM1ERAFB9O0BRMPSVJ6WOEJFU67A196QK5GHIQE7I4QGWBG5UPNY5LI1499U89RSSQ7BQLPSZ77P7C6R65DLNA5EOWYRO540JVR96HJ7852J3Q6N01WS8SQNZ1MU8GSFOVJ240AMOS5YTNKG37KRUBUZMWML60S8WH5GNSUKO33TYNT8XAHH3EUXD6BG37IHK5DR1QDFF08ITA7,UG0VVZLFFE5B95G,641,91287529313,5ONX0JIYOBEF5Z,FYKU1JI3LCG,F7307EK20FSVC0PRXQK5G57B2YI8B0O0SRJ14HXWPDZIOV0LC5OZF13PGXJ6W1X7R8FFX1RZ2TBNI3U2EJE07Y5CLRZ0JLG7JBWLE00XYZVI7O021OP5209VWQFB8F80DLQPM0LB26UA25GCTBRYTGF8SQICR77WBW39FZEPVM9IIC56CU3KOZNXXCSLVUPA3TXFRMANFTM5WVCBR8UCL1ADYH7F0GFMTL4YW0GA00LHH8RQZVPYDQ2NFZQ8H5QFN4IXMT955US4DRL51QLIHFSBM56H3PKA3FTJDWFDR6LV,81,PX,98324553,1,2014-02-24,93422449,31483323,24106052,98881178,10601623566198,65,64059133,84130.075,L261ESWWLPP1ELA2NO4Q,2202.621,93X1DAFCWW5ZP9WQNYG4,2011-07-20
161,6118972062,723762629662336,83310912809459,28,MB,YV145B8A30UMSE8ZNIEHLESHUMAH66FTLFOI60LT470H3LGFQBDVD1M8PXFGJN9KDHNFL5CJ2DXZ744EH6SFU7M5I9MEF9RH9XMAPE3OHFECUB7EILKO3BGASEPE84T98QF600I5IXP6JK75GCF7BJOS44RC3DEBI9WL0KJE1SDL331EBADMDFGZ47Z1XPZPR678RIRVHZ1PKH3UP7HTAPTRK9QN3BUQS1PAKDBCMD71JW86U25SCNXGMDUW53XB80KP981Q4M0KF2DGVDU0J5ZASAQF5VWIL5XDYEOQ1SHGP3252DGBAISVKTD17C9YOX0GTX9IMSSM9VWUSFQHSZG8ANYMHBQXAC0YBRJO4QQ0ZWI5LZ0RZHNRZMS7PEDE3YP3EB3D98RH2TR0Q6RPEATY8E4K9KTR9AFWGDTPI168PGBKQF2VTD89QXOJXO0ZR8VWB6X491X3OPXL7QNDVEMPPZ15FL4A9EFPCU9712PBVV8QRDJA,V0FWF4V5FCBSBUI,450,42799579503,I3DJXCQ2WRUESN,02WY3QNIVR4,M5EI2CH6T6NNIWLKI0QBVDM7GN8K740SMQTWWRSNA5JVZMWH7S9V75LQ705G4L90S66Q9AKWU2IWL4GMPDAMEB4X193EJ9XT4Y9G6DC544W41QH9X1NIV8VDRFVXG4B25JCEOZIO61V5ZX6AGQOISNTKNCQFMX73T659S5TOMQIWC59USSE1BSD5BNTZR986FACUN095BXQ0S7T3LAKNWEPR30RVBTJMT8O0RGB1YHF0PWWEZU5DUEH339D7DZF4G5PW456Y8OO3AMZD3HG19P05442FD1M7417S7F8NY76O,HO,S6,64276883,2,1995-12-02,59924968,26666119,4573650,63613504,87053543997386,31,93779781,89533.716,G6SZDSW4DYNBRH1R2DRC,61454.517,HL74LRZ73ERJ27X4ASNE,1990-02-17
162,317273,783753190185721,21661790512487,26,DG,9VPQY27XM3HDAKWRVVKGW1RWPH6N6FZRKYKCXKG7746M2O5N77OPDF7YJ0WQPVHW8MSRBLJJMNG6NAJ4HKF5QN2X80FSANT4MZXRTIVANBEIE89SMJP9P2YDOLJTXZF5OCYDC9I14WX86GE1CMYC6DEHCTFZTS2VX8IZ8KIVTE0PBDOWUZ1NJBDL3OZIT3F225DG36R3PQMJTJU8KXXO6FCTWZFCEUT9F6T5H3PCKCQ0BKKW2CVTR7NBKUSYJ6PDGYA5BME2QO1RGP5GR4Y1KE2N128BOY9QV1S6FOVF2J1P3GFUYPRM97EQ1ID8ML5DM0HZ2K5WJQIIKK1EK5W1YJAUB4R2J7081I9FQTV12A0YLUCLB9FURDQI2X4C3UTA7CRH4HETQSLINQ232I8LBWEKY7ZAWPZHGXSS0VHXCVRWPFJIL6GPPGFR8UKVAJCO84NAEJTUW0T7OQBMQQJFRL9YSSBK7FLLHAHTE8EPBOALIKBIYGT3,VIAXHBQJ6KHKKJA,648,37866782664,BRW255OCHC46EF,WUHJ3MKDU87,I7HW2MWV6QNM91HDUBA4K9J2GDA7U1871NHWKV0J9XNXW189MOVRC4FPX72X7BJKQFDQ0VLA34GS9HUPW6ZSYMGJCAYYY4G6CFW8TLAN65OV89NKWG1UK16TGPPACZ5B7QB3D2WZSPTFK33XAY669O6MCJLFXJ5Y4RA4RWY9D976FY0KRYV42ZMB05G19JAI0VIB6YWERDZUZ6ROCWAJF8ICECAFYRD6NSZVWDEPBSLHFE7QPOB1EOHI1JAE9WJI19PT1X8DZJC6UUZE7U68LFRAB0MU4707MUIF45E4TRKM,LV,YW,69344169,4,2018-03-17,56570320,14655571,75892027,63526502,3029043833706,54,68025206,53937.667,C0RUEOXWLS5MHA25LC2X,5631.106,MMQBRT8TFDW92TYLUMJL,2006-02-01
163,802884,299631551746962,17875090706790,42,GU,L0FHOGOQM7V84GK134PTQV7MW88H697LW1Z5IL3CC4OZI2G3WOHTD4VCANHFT29KO6YW4BRUZR3CNMHFCLRIRC5FDLAYIIY7IPRLXEX4DE4BKQOLLYBSDSY1G7G6756NZ10UKDHKX4R4IIA61PRCO3IGJ6I7QKPNE1I2KSIK2S2MEWA5C5T9OX310YP1X1687IAAGEXPMYXQ2IGWT2Y32YXO1W9R8ONVBFMF12USXNXFMZED3HU00UT0AJ39HI5U35MA4B0AXPSTSUTB4BILNE0UAO6JAM405MUVAQ1ICA7BN82SVQLX7TDRMESGC1P4LH6B4L6AXZO9ULO8CO5411FRVLWOCLU1RYJM2K9Q2NXNV1BCHZ50H4IEJK8XNQN9P2Y98L1ELYTHVCUUXJ2PQ6DTIM3M946J7417LJDN542JYT2W7LWO31Z7G67IUT18WBCS7QSFWCHMP5N0BPUGVTL3SM2OQOEUNNU75NZ1NV6OO55ABOBJ,G3R6DOMDT0SA8ZA,277,80605510866,JAON8XLIHGOYQ8,MM7SJNPSU55,AG72QFHFJ2OE4KHXXQ4FNS5OX5CJBVO4XSOKRSVTEX0J2NEAB3CVEVBO7UBXI1KQ7OR2HQ3AD9GD0R437H677XV59PEESME24NT3IF9X6MBT8BJGIL4KANAEE3JD2G6PIG4IZMRHBG42DKVYL10S7W8GWS5PY74Z1HMQH6GA2YV1CGD01KGJ5DDYXZLG538ADV6XBOZ6KDCRJ23VEXF0EXGPDWNABXXQ6SN878HOB1HVB4QADVQGETL4BT0XHLJ99NODES2ILW487NAMGKX2G9YTOW51Y7LLMRGXQMEGMI6O,07,SK,78176752,6,2011-10-23,84202210,45030193,28721352,5689665,69217624410009,85,49976965,47442.667,WLXAPP8OA1AYKF5HATWV,38301.716,BG9UT59L0VKILHL94O42,2003-06-24
164,3577,662196941693008,49077362425544,62,Y7,XQYU94R7DEEMJ8AXAZD8XZFZJ8SJQEFSOS9LIXKMGIW32SZ7V4Z2MOVTBXYP2XQLR0FT93ANJPGZARBPCB6SLR2Z6OEZS9N6TOO1A4KZW7VQ0X0VBXQFHN5UOUWGVNZVTDY0ASXGNIFV0BBTDTK98UXS6XL7AM7CTAYK85M5GN2TNHVKAUZIKMFXR2F3MRP9EH75EGMAHS6M8CN7BR9R8Z2KTT63IID18M67XLAURXVZO0EZSUBC61K6K15RH50ZDS7JTPVU0IIJ9QJYXAW02I5YEE71Y1JDY3V4IS32YVWQ1MEKTQYVNAG60NQDP1A7NHT4PAPH27A4YAA5Y6MQNW539YQKEQF43SD3C12JM9TOE4F1REF0HUP0GXTQHXP4AY3MNDQ7JKGXMYRXB8XBMXYP9MLZUVMIBJ9975A5WQG6MDC8MG31E3CR054WXOD910A3XVLX235TAPPYWXL7HFGJO9T3J4SCGVKFLRZQ5ZGEG2RCWJLA,9QJQNDPEGJKMQLZ,129,48282063956,EPLKJDRZ2841ED,0CMG6BAQG2A,R81KZOIDU0F3ACJUDR7ZAB8VLVNMSIG0SLPE6YODX0VAU74PP94ZBJZW4MH6TP105703S37EWU5OCABCDBNFZDSQIBYE2HSN92OMOVS6WWCOHE8VLWRDZNBY1ZFAVHPFJVUPIYOKNGZL5RGMCRWP883D3EEH7RSNGL04EI689YGT5YMAXU1FD7H37SOXFCOBXNYY2CO7DTUE2RYO89MQGUMXQ82N7EJLTOXE5B4JIE0UT05YYLF6WOZDN40J2KOI8LY0HR1DEOZMXO4PQA6LSG0KBJFL86SQFZ6O09FW4B2W,86,SJ,27052994,0,2010-11-15,47614054,86250488,5521440,12811701,64008120793793,49,26671868,98092.481,TWZWTCSX9CXUKDOVZ78U,21351.323,EYYHGMIY3777U64I40JA,1992-09-19
165,92909658,539795622493300,65817170978933,15,AR,AFZKVOI8L2KPMANWGRXN8YMR22FL66ZR1ZYBDFU67523KZUQ49SS4LMOMCVSWY1VMPLJJ68IBKQL2JOVIJXPR484TAIKJA26GMLRBH1WLUEO5O97V2BJHBSL8XBIJ185H9TCZ02DFXS6JQ8ZN7LETA8S9BVGYAYP9K2PWZBOVGUGJ0QB7QY3W3AQABG8RJTF0SBH49WWG7E0KDDROEFYPLO80UDOGFZ9FWQJJK48DTHPDK2ICDTJC7824JG9E66U85ON7Z57EP2V5109SHBA0Q1B4URQBWE299YU4NIBS1HBPLS7SRD46OTJF7WXOVP1C2IVRKT1MBRH7JKDFHT32ZYH3S28HJH4HY90DWDA7B7OCBMRQGBM4CE3X92L9KXF30KSZRS3G7YXART0ME65MH08QJOVWRNEU7ROJCS51OCW8DEE8RHMSW7I9GULJL1YP33P0TP5XOYZP3V04SS66YLNFAISV904Q2WG77QVWCDB51YY4K42,K02H19DKU4JHXH4,256,60112947167,ELI06PY1RN5G8S,Y75GD0UDKYB,LHSG6QKJ1YD98QBQSY9BW89PG25MIDXSTGRH7QLRBKNRK687LISL5ZNF730PMOQ2JOCY3TJBPV9L0IZWBHYSBZKGVZ2UWLYBJUC4OKFFF2LI59C43UOEM74WHZ6HN55HHEHLXXES1HS3I959IWQ1RGCD2DV5Z4GJ2QAPDLBXCDCQBJALFGFBD43H1FYQVQ2ZSG1SIMUGZIVUC8QZZ8YEWZUKPLFH5BV28SRR12XA2CF6WSB9J98VG1A11YC4ZHT3MFMCKFJXNQZEEDCA9MH8SGUQTDQT62AVW0U5MP95KEEK,KD,FR,28806357,6,2018-08-20,24273002,48707288,24809178,9781341,73044725531449,64,63567782,68036.332,OEZYRN4091CRBM96Y5YV,5608.047,H0HBEFXA5PHIHD7T00ZW,2001-11-19
